103.62432,1.28653
103.62494,1.28836
103.62523,1.30946
103.6298,1.29813
103.6299,1.29809
103.63278,1.30711
103.63331,1.29846
103.63419,1.31361
103.63488,1.31026
103.63557,1.29501
103.6370247,1.3286095
103.63723,1.29935
103.637835,1.300865167
103.63785,1.3008
103.637887,1.30091885
103.64039,1.32896
103.6411,1.33545
103.64258,1.33026
103.64264,1.33026
103.64322,1.33398
103.64393,1.33594
103.65077,1.31787
103.65239,1.31751
103.65301,1.31718
103.65413,1.32805
103.66102,1.3106
103.66342,1.32229
103.66425,1.31165
103.6652,1.31688
103.66546,1.31297
103.66787,1.32798
103.67009,1.31189
103.67076,1.26138
103.67233,1.31208
103.672684,1.323955667
103.6756,1.33189
103.67672,1.32705
103.67676,1.31546
103.67872,1.31188
103.67887,1.32788
103.67924,1.31003
103.67924,1.32305
103.6794,1.32746
103.68346,1.34628
103.68405,1.32755
103.6875,1.31297
103.6886048,1.341191667
103.688903,1.343194667
103.69062,1.2667
103.69067,1.26671
103.69131,1.26617
103.69136,1.34677
103.6916,1.32298
103.69178,1.34254
103.69216,1.34284
103.69234,1.34332
103.6927,1.3469
103.69418,1.33501
103.6941825,1.339648
103.6945,1.31194
103.6951,1.37351
103.69523,1.34632
103.6953,1.37433
103.6957983,1.3454785
103.6960075,1.348660667
103.69606,1.31504
103.6962,1.34514
103.69659,1.26428
103.69677,1.33478
103.696775,1.339791167
103.69687,1.3194
103.69693,1.34855
103.6972923,1.337659
103.6979662,1.339525167
103.69806,1.34893
103.69807,1.26289
103.69815,1.25732
103.69816,1.32233
103.69829,1.34828
103.69839,1.31882
103.6987231,1.3374311
103.69878,1.32256
103.69886,1.33594
103.6992258,1.347483
103.6994198,1.349399833
103.70017,1.34285
103.7005101,1.334780417
103.70098,1.33486
103.70123,1.33778
103.7017,1.34379
103.70173,1.26296
103.70184,1.2603
103.70219,1.26334
103.70248,1.34389
103.7026355,1.345801833
103.70295,1.35382
103.70304,1.3507
103.7030423,1.3372505
103.70327,1.3507
103.7033,1.34898
103.7034335,1.345754333
103.7039143,1.3535675
103.70392,1.35185
103.70415,1.34111
103.70433,1.2663
103.70445,1.26771
103.70445,1.26773
103.704549,1.353464167
103.70488,1.26807
103.70509,1.26784
103.7051,1.26786
103.70513,1.26793
103.7053768,1.344327667
103.70546,1.34726
103.7057,1.32159
103.70571,1.34723
103.70611,1.34084
103.70678,1.33837
103.70679,1.3383
103.7068,1.33842
103.70689,1.3386
103.70689,1.33878
103.70691,1.33864
103.70693,1.3389
103.70732,1.340795833
103.7075,1.33954
103.70837,1.3287
103.7083925,1.342217333
103.7085057,1.341243833
103.7088735,1.3468405
103.7089,1.34032
103.70891,1.32689
103.70898,1.34033
103.70911,1.34552
103.70915,1.34548
103.7092,1.34046
103.70936,1.34086
103.70993,1.32558
103.7099505,1.344702167
103.71003,1.31037
103.71019,1.35614
103.71025,1.33613
103.71028,1.32969
103.71039,1.31906
103.71052,1.34293
103.71058,1.32577
103.7107,1.35343
103.71083,1.3456
103.7114,1.34875
103.71153,1.29955
103.7116,1.34906
103.71167,1.35154
103.7120663,1.349731383
103.71222,1.3503
103.71264,1.37321
103.71274,1.34697
103.71312,1.34507
103.71315,1.32629
103.7134,1.34591
103.71377,1.29101
103.71424,1.37344
103.71432,1.37345
103.71452,1.374
103.71464,1.34898
103.7148,1.37358
103.71495,1.31466
103.71503,1.31471
103.71524,1.37369
103.7158323,1.352589
103.716,1.36854
103.716361,1.347602833
103.71646,1.27842
103.71664,1.35004
103.7169447,1.348711
103.71723,1.3433
103.71725,1.350569167
103.7175,1.32315
103.71794,1.28996
103.71804,1.35033
103.71837,1.337917667
103.7188827,1.349974
103.71889,1.35018
103.71933,1.32627
103.7194,1.36952
103.71974,1.3696
103.7202528,1.3445615
103.72053,1.34782
103.720581,1.344592333
103.72059,1.34813
103.7206302,1.3448085
103.72068,1.34462
103.721,1.3338
103.72153,1.34581
103.72158,1.37046
103.7216687,1.33057795
103.7217,1.3554
103.72173,1.32395
103.72205,1.33128
103.72234,1.33534
103.72234,1.35419
103.72258,1.35031
103.7226,1.35104
103.72263,1.35357
103.72278,1.3451
103.72283,1.33171
103.72291,1.35413
103.723,1.35227
103.72346,1.3203
103.7235883,1.327402
103.72386,1.32476
103.72389,1.35077
103.7239,1.35093
103.7239171,1.347998883
103.72465,1.34499
103.7247,1.32523
103.7247,1.32525
103.72476,1.31411
103.72494,1.33691
103.72507,1.33307
103.72507,1.35027
103.7250742,1.349408633
103.72509,1.35259
103.72532,1.32705
103.72567,1.34976
103.72601,1.3505
103.72637,1.34988
103.72641,1.34925
103.72659,1.35452
103.72751,1.34426
103.72775,1.35002
103.72949,1.3444
103.72981,1.34991
103.7300038,1.351603833
103.73022,1.34977
103.7302443,1.350267833
103.73039,1.31226
103.73049,1.34959
103.7307208,1.377201333
103.7312085,1.3489205
103.73147,1.37847
103.73156,1.34681
103.7316155,1.346808333
103.7323,1.34311
103.73259,1.30368
103.73264,1.34288
103.73266,1.34535
103.7326995,1.3771275
103.7328,1.30705
103.73388,1.31149
103.73452,1.32691
103.73532,1.33828
103.7353252,1.341328
103.7357898,1.343501833
103.7359923,1.339555167
103.73603,1.31877
103.73664,1.35539
103.7366776,1.354224
103.73698,1.32343
103.73738,1.32083
103.7374692,1.377362
103.73761,1.34633
103.73767,1.34646
103.73787,1.34232
103.7379,1.38361
103.737986,1.375968333
103.73804,1.3392
103.73811,1.32721
103.73823,1.34011
103.73827,1.34017
103.73828,1.35808
